Date       ,Time       ,Transaction Platform,Spend,Expense/Revenue,Transaction Type
1/6/2018,11:52:27 PM,other platforms,-18.96,Expense,Tranportation
1/6/2018,11:05:47 PM,other platforms,-320,Expense,Food
1/6/2018,3:31:52 PM,other platforms,-39.67,Expense,Tranportation
1/6/2018,2:58:43 PM,other platforms,-3,Expense,Cultural educational and recreational articles and services
1/5/2018,3:32:15 PM,other platforms,-15,Expense,Cultural educational and recreational articles and services
1/1/2018,9:36:49 AM,Taobao,-66.5,Expense,Communication
12/31/2017,8:17:51 PM,Taobao,-21.9,Expense,Communication
12/31/2017,7:52:36 PM,Taobao,-19.9,Expense,Communication
12/31/2017,4:31:46 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
12/31/2017,2:02:31 PM,Alipay Website,100,Revenue,Account Transfer
12/29/2017,6:08:12 PM,other platforms,-13.37,Expense,Food
12/27/2017,1:37:36 PM,Taobao,-294,Expense,Clothes and cosmetic
12/26/2017,5:19:40 PM,Taobao,-347.5,Expense,Cultural educational and recreational articles and services
12/26/2017,12:49:55 PM,other platforms,-50.23,Expense,Food
12/24/2017,3:43:30 PM,Taobao,-428,Expense,Clothes and cosmetic
12/23/2017,8:15:03 PM,other platforms,0,Expense,Others
12/23/2017,3:26:17 PM,other platforms,-210,Expense,Others
12/22/2017,7:32:20 PM,Alipay Website,190,Revenue,Account Transfer
12/21/2017,8:47:26 AM,Taobao,-695,Expense,Cultural educational and recreational articles and services
12/21/2017,7:43:15 AM,other platforms,-73,Expense,Others
12/19/2017,1:08:04 PM,other platforms,-58,Expense,Food
12/14/2017,5:59:42 AM,Taobao,-44.2,Expense,Communication
12/14/2017,5:58:14 AM,Taobao,-9.9,Expense,Communication
12/13/2017,4:36:58 AM,Taobao,-288,Expense,Cultural educational and recreational articles and services
12/10/2017,3:00:59 PM,other platforms,-388,Expense,Cultural educational and recreational articles and services
12/10/2017,3:00:12 PM,other platforms,-388,Expense,Cultural educational and recreational articles and services
12/10/2017,2:48:15 PM,other platforms,-388,Expense,Cultural educational and recreational articles and services
12/8/2017,9:27:30 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
12/8/2017,9:26:43 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
12/8/2017,9:25:48 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
12/7/2017,5:09:21 AM,other platforms,-32,Expense,Cultural educational and recreational articles and services
12/1/2017,10:59:29 PM,Alipay Website,383,Revenue,Account Transfer
11/25/2017,11:45:17 AM,Taobao,-99.9,Expense,Communication
11/11/2017,12:50:34 AM,Taobao,-120,Expense,Cultural educational and recreational articles and services
11/7/2017,4:49:40 AM,other platforms,-328,Expense,Cultural educational and recreational articles and services
9/30/2017,11:56:03 PM,other platforms,-186.02,Expense,Food
9/20/2017,9:35:31 AM,other platforms,-9.5,Expense,Communication
9/20/2017,3:33:24 AM,Alipay Website,0.63,Revenue,Account Transfer
9/16/2017,1:56:19 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
9/16/2017,1:51:45 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
8/29/2017,1:27:57 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
8/25/2017,1:24:48 PM,Taobao,-35,Expense,Cultural educational and recreational articles and services
8/23/2017,7:31:25 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
8/11/2017,8:40:18 AM,other platforms,-776,Expense,Cultural educational and recreational articles and services
8/7/2017,10:13:43 PM,Taobao,-47.98,Expense,Communication
7/24/2017,1:13:03 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
7/23/2017,7:31:23 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
7/18/2017,2:08:30 PM,other platforms,-198,Expense,Cultural educational and recreational articles and services
7/15/2017,11:44:11 AM,other platforms,-68,Expense,Cultural educational and recreational articles and services
7/15/2017,11:43:48 AM,other platforms,-198,Expense,Cultural educational and recreational articles and services
7/14/2017,5:48:42 AM,Alipay Website,0.86,Revenue,Account Transfer
7/13/2017,4:25:49 AM,other platforms,-45,Expense,Cultural educational and recreational articles and services
7/12/2017,12:21:49 PM,Alipay Website,2300,Revenue,Account Transfer
7/11/2017,7:16:29 AM,other platforms,-68,Expense,Cultural educational and recreational articles and services
7/11/2017,5:55:32 AM,other platforms,-198,Expense,Cultural educational and recreational articles and services
7/11/2017,5:52:41 AM,other platforms,-198,Expense,Cultural educational and recreational articles and services
7/9/2017,6:09:24 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
7/9/2017,6:07:53 AM,other platforms,-328,Expense,Cultural educational and recreational articles and services
7/9/2017,6:04:09 AM,other platforms,-328,Expense,Cultural educational and recreational articles and services
7/7/2017,12:13:01 AM,other platforms,-148,Expense,Cultural educational and recreational articles and services
7/3/2017,2:44:19 AM,other platforms,-198,Expense,Cultural educational and recreational articles and services
7/3/2017,2:43:37 AM,other platforms,-648,Expense,Cultural educational and recreational articles and services
7/3/2017,2:43:18 AM,other platforms,-648,Expense,Cultural educational and recreational articles and services
6/30/2017,6:34:28 PM,other platforms,-198,Expense,Cultural educational and recreational articles and services
6/30/2017,7:20:52 AM,Alipay Website,170,Revenue,Account Transfer
6/27/2017,7:27:01 AM,Taobao,-9.9,Expense,Communication
6/25/2017,3:55:23 PM,Taobao,-139.97,Expense,Daily commodity
6/24/2017,10:26:56 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
6/23/2017,7:31:43 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
6/23/2017,12:02:53 PM,other platforms,-47,Expense,Food
6/22/2017,11:38:14 PM,Taobao,-108,Expense,Communication
6/22/2017,11:35:00 AM,Taobao,-68,Expense,Communication
6/22/2017,9:36:19 AM,Taobao,-178,Expense,Clothes and cosmetic
6/21/2017,5:37:03 PM,Taobao,-189,Expense,Clothes and cosmetic
6/21/2017,5:37:03 PM,Taobao,-48,Expense,Clothes and cosmetic
6/21/2017,5:37:03 PM,Taobao,-161.9,Expense,Clothes and cosmetic
6/21/2017,10:27:23 AM,Taobao,-406,Expense,Clothes and cosmetic
6/21/2017,10:27:23 AM,Taobao,-168,Expense,Clothes and cosmetic
6/20/2017,9:55:58 PM,other platforms,-8,Expense,Cultural educational and recreational articles and services
6/20/2017,9:46:53 PM,Taobao,-20,Expense,Cultural educational and recreational articles and services
6/20/2017,7:44:29 PM,other platforms,-46,Expense,Food
6/20/2017,12:06:06 PM,Taobao,-89.9,Expense,Clothes and cosmetic
6/20/2017,12:06:06 PM,Taobao,-208,Expense,Clothes and cosmetic
6/20/2017,12:06:06 PM,Taobao,-143,Expense,Clothes and cosmetic
6/20/2017,12:06:06 PM,Taobao,-279.41,Expense,Clothes and cosmetic
6/20/2017,12:06:05 PM,Taobao,-199,Expense,Clothes and cosmetic
6/20/2017,10:46:08 AM,Alipay Website,200,Revenue,Account Transfer
6/20/2017,10:45:39 AM,other platforms,-13,Expense,Food
6/19/2017,10:27:11 AM,Alipay Website,-57,Expense,Food
6/18/2017,9:03:05 PM,other platforms,-600,Expense,Food
6/18/2017,3:54:47 PM,other platforms,-8,Expense,Cultural educational and recreational articles and services
6/18/2017,3:19:24 PM,Taobao,-18,Expense,Communication
6/18/2017,1:46:48 PM,other platforms,-916,Expense,Tranportation
6/18/2017,11:38:02 AM,other platforms,-43,Expense,Food
6/18/2017,11:06:36 AM,other platforms,-197.5,Expense,Tranportation
6/17/2017,3:56:42 PM,other platforms,-68,Expense,Cultural educational and recreational articles and services
6/17/2017,9:59:07 AM,other platforms,-197.5,Expense,Tranportation
6/16/2017,5:49:01 PM,Taobao,-18,Expense,Communication
6/16/2017,5:47:39 PM,Taobao,-18,Expense,Communication
6/16/2017,5:42:42 AM,other platforms,-14.9,Expense,Food
6/15/2017,6:11:37 PM,other platforms,-20,Expense,Food
6/14/2017,10:47:46 PM,Alipay Website,-200,Expense,Account Transfer
6/14/2017,10:47:28 PM,Alipay Website,200,Revenue,Account Transfer
6/14/2017,9:35:45 PM,other platforms,-88,Expense,Food
6/14/2017,8:59:54 PM,other platforms,-257,Expense,Food
6/14/2017,8:39:57 AM,other platforms,-18,Expense,Cultural educational and recreational articles and services
6/12/2017,7:26:23 PM,other platforms,-348,Expense,Cultural educational and recreational articles and services
6/10/2017,11:40:05 PM,other platforms,-45,Expense,Cultural educational and recreational articles and services
6/9/2017,12:16:20 PM,Taobao,-360,Expense,Cultural educational and recreational articles and services
6/9/2017,10:18:14 AM,other platforms,-30,Expense,Cultural educational and recreational articles and services
6/8/2017,12:14:26 AM,Alipay Website,18.88,Revenue,Account Transfer
6/7/2017,10:05:49 PM,Alipay Website,-400,Expense,Account Transfer
6/5/2017,1:48:07 PM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/28/2017,10:47:54 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/28/2017,10:45:22 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/23/2017,7:31:36 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
5/22/2017,12:58:22 PM,other platforms,-2,Expense,Others
5/22/2017,12:57:40 PM,other platforms,-31,Expense,Food
5/7/2017,9:31:49 PM,Alipay Website,300,Revenue,Account Transfer
5/7/2017,8:50:05 PM,Alipay Website,28.17,Revenue,Account Transfer
5/6/2017,10:30:38 AM,Alipay Website,-100,Expense,Account Transfer
5/3/2017,10:52:24 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/3/2017,10:45:52 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/2/2017,9:43:06 PM,other platforms,-12,Expense,Cultural educational and recreational articles and services
5/2/2017,9:17:37 PM,Taobao,-28.86,Expense,Others
5/2/2017,6:12:59 PM,Alipay Website,892.22,Revenue,Account Transfer
5/2/2017,10:42:58 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/2/2017,10:41:30 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
5/2/2017,10:40:37 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
4/29/2017,10:37:19 PM,Alipay Website,219,Revenue,Account Transfer
4/23/2017,7:31:25 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
4/23/2017,10:41:19 AM,Taobao,-70,Expense,Others
4/23/2017,10:41:19 AM,Taobao,-65,Expense,Clothes and cosmetic
4/23/2017,12:10:16 AM,other platforms,-15,Expense,Cultural educational and recreational articles and services
4/23/2017,12:04:50 AM,other platforms,-15,Expense,Cultural educational and recreational articles and services
4/22/2017,11:53:10 PM,other platforms,-60,Expense,Cultural educational and recreational articles and services
4/22/2017,11:29:52 PM,other platforms,-48,Expense,Cultural educational and recreational articles and services
4/20/2017,11:45:31 AM,other platforms,-83,Expense,Food
4/20/2017,5:22:30 AM,other platforms,-12,Expense,Cultural educational and recreational articles and services
4/20/2017,3:35:37 AM,Alipay Website,1,Revenue,Account Transfer
4/20/2017,1:16:43 AM,other platforms,-6,Expense,Cultural educational and recreational articles and services
4/19/2017,7:22:32 PM,Alipay Website,1.04,Revenue,Account Transfer
4/18/2017,2:46:43 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
4/18/2017,2:35:11 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
4/18/2017,2:22:15 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
4/16/2017,10:21:51 PM,Taobao,-25,Expense,Cultural educational and recreational articles and services
4/13/2017,7:57:41 PM,Taobao,-26.77,Expense,Clothes and cosmetic
4/13/2017,7:57:20 PM,Alipay Website,29,Revenue,Account Transfer
4/12/2017,2:56:21 PM,Taobao,-25,Expense,Others
4/12/2017,2:51:44 PM,Taobao,-39,Expense,Others
4/12/2017,2:50:02 PM,Taobao,-30,Expense,Others
4/12/2017,4:23:36 AM,Taobao,-2510,Expense,Cultural educational and recreational articles and services
4/11/2017,8:45:34 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
4/11/2017,4:29:53 PM,other platforms,-1,Expense,Cultural educational and recreational articles and services
4/9/2017,12:50:06 AM,other platforms,-388,Expense,Cultural educational and recreational articles and services
4/8/2017,6:22:07 PM,Alipay Website,-776,Expense,Account Transfer
4/8/2017,4:28:33 PM,other platforms,-388,Expense,Cultural educational and recreational articles and services
4/5/2017,6:57:43 PM,other platforms,-9.35,Expense,Cultural educational and recreational articles and services
3/27/2017,8:39:02 PM,other platforms,-3,Expense,Food
3/26/2017,2:41:54 PM,other platforms,-10,Expense,Food
3/26/2017,9:42:57 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/25/2017,3:33:02 PM,Taobao,-33.95,Expense,Others
3/25/2017,8:46:51 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/23/2017,7:31:36 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
3/22/2017,8:00:33 PM,other platforms,-25,Expense,Food
3/22/2017,1:19:49 PM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/22/2017,6:31:06 AM,other platforms,-18,Expense,Cultural educational and recreational articles and services
3/21/2017,2:35:38 PM,other platforms,-4,Expense,Cultural educational and recreational articles and services
3/21/2017,8:36:56 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/20/2017,5:09:00 PM,other platforms,-4,Expense,Food
3/20/2017,4:46:57 PM,other platforms,-30,Expense,Others
3/20/2017,12:44:23 PM,other platforms,-4,Expense,Cultural educational and recreational articles and services
3/20/2017,8:30:46 AM,other platforms,-33,Expense,Others
3/20/2017,7:22:32 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/19/2017,11:32:39 PM,Alipay Website,155,Revenue,Account Transfer
3/19/2017,4:58:51 PM,other platforms,-4,Expense,Cultural educational and recreational articles and services
3/19/2017,1:21:31 PM,Taobao,-99,Expense,Clothes and cosmetic
3/19/2017,10:07:54 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/18/2017,7:10:46 PM,other platforms,-3,Expense,Cultural educational and recreational articles and services
3/18/2017,3:42:38 PM,other platforms,-0.8,Expense,Cultural educational and recreational articles and services
3/18/2017,1:08:06 PM,other platforms,-2,Expense,Cultural educational and recreational articles and services
3/18/2017,5:58:34 AM,other platforms,-3,Expense,Cultural educational and recreational articles and services
3/18/2017,1:49:48 AM,other platforms,-88,Expense,Cultural educational and recreational articles and services
3/18/2017,1:49:33 AM,other platforms,-55,Expense,Cultural educational and recreational articles and services
3/17/2017,10:50:18 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
3/17/2017,9:31:03 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/16/2017,10:31:42 PM,other platforms,-210,Expense,Cultural educational and recreational articles and services
3/16/2017,10:03:34 PM,other platforms,-3.25,Expense,Cultural educational and recreational articles and services
3/16/2017,9:21:19 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/16/2017,12:21:28 AM,other platforms,-25,Expense,Cultural educational and recreational articles and services
3/15/2017,9:16:41 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/14/2017,7:20:22 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/13/2017,2:44:10 PM,other platforms,-30,Expense,Cultural educational and recreational articles and services
3/13/2017,10:39:42 AM,other platforms,-98,Expense,Cultural educational and recreational articles and services
3/13/2017,9:52:54 AM,other platforms,-88,Expense,Cultural educational and recreational articles and services
3/13/2017,9:42:16 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/12/2017,9:52:42 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/11/2017,2:09:04 PM,other platforms,-395,Expense,Food
3/11/2017,11:14:58 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/10/2017,6:49:54 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/9/2017,12:36:47 PM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/8/2017,10:21:30 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/7/2017,9:32:39 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/7/2017,2:19:59 AM,Taobao,-8,Expense,Cultural educational and recreational articles and services
3/7/2017,1:57:45 AM,Taobao,-4.5,Expense,Cultural educational and recreational articles and services
3/7/2017,1:46:10 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
3/6/2017,7:28:17 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
3/2/2017,1:03:49 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
2/27/2017,1:45:26 AM,other platforms,-1,Expense,Cultural educational and recreational articles and services
2/24/2017,3:10:19 PM,other platforms,-8,Expense,Cultural educational and recreational articles and services
2/24/2017,12:32:48 AM,other platforms,-206.82,Expense,Cultural educational and recreational articles and services
2/24/2017,12:26:35 AM,other platforms,-5,Expense,Cultural educational and recreational articles and services
2/24/2017,12:26:09 AM,other platforms,-20,Expense,Cultural educational and recreational articles and services
2/24/2017,12:23:42 AM,other platforms,-100,Expense,Cultural educational and recreational articles and services
2/24/2017,12:19:25 AM,other platforms,-100,Expense,Cultural educational and recreational articles and services
2/23/2017,9:12:15 PM,other platforms,-30,Expense,Cultural educational and recreational articles and services
2/23/2017,9:11:16 PM,other platforms,-150,Expense,Cultural educational and recreational articles and services
2/23/2017,9:02:11 PM,other platforms,-0.89,Expense,Cultural educational and recreational articles and services
2/23/2017,8:31:30 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
2/23/2017,5:35:21 PM,other platforms,-30,Expense,Cultural educational and recreational articles and services
2/22/2017,2:42:24 PM,other platforms,-48,Expense,Cultural educational and recreational articles and services
2/20/2017,1:00:20 PM,other platforms,-12,Expense,Cultural educational and recreational articles and services
2/17/2017,11:04:36 AM,Taobao,-188,Expense,Clothes and cosmetic
2/12/2017,9:32:24 PM,other platforms,-390,Expense,Food
2/12/2017,2:02:43 PM,Taobao,-128,Expense,Others
2/12/2017,1:56:50 PM,Taobao,-109,Expense,Others
2/10/2017,1:21:57 AM,other platforms,-98,Expense,Cultural educational and recreational articles and services
2/8/2017,5:12:59 PM,Taobao,-643,Expense,Clothes and cosmetic
2/8/2017,5:08:40 PM,Taobao,-699,Expense,Clothes and cosmetic
2/8/2017,12:13:55 PM,other platforms,-18,Expense,Cultural educational and recreational articles and services
2/7/2017,2:05:21 PM,other platforms,-18,Expense,Cultural educational and recreational articles and services
2/7/2017,1:37:36 PM,other platforms,-98,Expense,Cultural educational and recreational articles and services
2/7/2017,1:33:46 PM,other platforms,-116,Expense,Cultural educational and recreational articles and services
2/7/2017,1:05:08 PM,other platforms,-98,Expense,Cultural educational and recreational articles and services
2/7/2017,2:48:50 AM,Taobao,-292.22,Expense,Others
2/4/2017,10:07:22 PM,other platforms,-30,Expense,Cultural educational and recreational articles and services
2/4/2017,5:52:20 PM,other platforms,-128,Expense,Cultural educational and recreational articles and services
1/31/2017,5:51:10 AM,other platforms,-5.23,Expense,Cultural educational and recreational articles and services
1/31/2017,1:12:56 AM,other platforms,0,Expense,Cultural educational and recreational articles and services
1/27/2017,10:47:20 PM,Alipay Website,1.78,Revenue,Account Transfer
1/25/2017,11:41:11 PM,other platforms,-134,Expense,Cultural educational and recreational articles and services
1/24/2017,3:27:53 PM,other platforms,578,Revenue,Cultural educational and recreational articles and services
1/23/2017,8:31:33 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
1/23/2017,10:44:24 AM,other platforms,-268,Expense,Cultural educational and recreational articles and services
1/21/2017,12:00:22 PM,Alipay Website,-55,Expense,Others
1/21/2017,7:41:21 AM,other platforms,-12,Expense,Food
1/20/2017,4:16:02 PM,other platforms,-578,Expense,Cultural educational and recreational articles and services
1/13/2017,7:45:21 PM,other platforms,-56,Expense,Food
1/13/2017,2:27:23 PM,other platforms,-3,Expense,Cultural educational and recreational articles and services
1/13/2017,9:37:24 AM,Taobao,-40,Expense,Cultural educational and recreational articles and services
1/12/2017,9:55:27 AM,Taobao,-365,Expense,Clothes and cosmetic
1/7/2017,2:53:27 PM,other platforms,-91,Expense,Food
1/7/2017,12:52:09 AM,other platforms,-18,Expense,Cultural educational and recreational articles and services
1/6/2017,11:21:16 AM,Alipay Website,-70,Expense,Others
1/5/2017,11:41:58 PM,Taobao,-498,Expense,Cultural educational and recreational articles and services
1/4/2017,4:14:25 PM,Alipay Website,-198,Expense,Account Transfer
1/4/2017,3:18:00 PM,Alipay Website,-1376,Expense,Others
1/3/2017,10:48:19 PM,Taobao,-142.4,Expense,Cultural educational and recreational articles and services
1/1/2017,9:56:06 PM,other platforms,-13,Expense,Cultural educational and recreational articles and services
1/1/2017,12:09:01 PM,other platforms,-523.5,Expense,Tranportation
12/29/2016,10:09:28 PM,other platforms,-3,Expense,Cultural educational and recreational articles and services
12/29/2016,6:38:22 PM,other platforms,-102,Expense,Food
12/26/2016,8:19:49 PM,Taobao,-28.7,Expense,Cultural educational and recreational articles and services
12/26/2016,11:29:21 AM,Taobao,-29,Expense,Daily commodity
12/26/2016,11:29:21 AM,Taobao,-34,Expense,Daily commodity
12/23/2016,8:31:30 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
12/22/2016,10:15:04 PM,Alipay Website,63,Revenue,Account Transfer
12/16/2016,4:42:15 PM,Alipay Website,-100,Expense,Account Transfer
12/13/2016,5:12:05 PM,Alipay Website,-20,Expense,Account Transfer
12/12/2016,7:38:28 PM,other platforms,-59.9,Expense,Food
12/12/2016,5:02:14 PM,other platforms,-288,Expense,Cultural educational and recreational articles and services
12/12/2016,3:02:00 PM,Taobao,-28.95,Expense,Clothes and cosmetic
12/12/2016,3:02:00 PM,Taobao,-169,Expense,Daily commodity
12/12/2016,3:02:00 PM,Taobao,-839,Expense,Clothes and cosmetic
12/12/2016,3:02:00 PM,Taobao,-148,Expense,Clothes and cosmetic
12/12/2016,2:20:43 AM,other platforms,-12,Expense,Cultural educational and recreational articles and services
12/11/2016,2:52:58 PM,Taobao,-141.4,Expense,Cultural educational and recreational articles and services
12/11/2016,5:50:52 AM,other platforms,-12,Expense,Cultural educational and recreational articles and services
12/10/2016,12:08:30 PM,other platforms,-75,Expense,Food
12/10/2016,11:55:56 AM,Taobao,-22.86,Expense,Cultural educational and recreational articles and services
12/6/2016,11:40:22 PM,Taobao,-28.8,Expense,Daily commodity
12/6/2016,7:08:16 PM,other platforms,-5.33,Expense,Food
12/4/2016,6:08:22 PM,Taobao,-141.4,Expense,Cultural educational and recreational articles and services
11/30/2016,11:15:32 PM,other platforms,-0.9,Expense,Cultural educational and recreational articles and services
11/29/2016,12:49:50 PM,other platforms,-43,Expense,Food
11/28/2016,8:45:51 AM,Taobao,-18.93,Expense,Others
11/25/2016,7:11:55 PM,other platforms,-87,Expense,Food
11/24/2016,4:55:17 PM,Taobao,-78.45,Expense,Clothes and cosmetic
11/23/2016,8:31:53 PM,other platforms,-6,Expense,Cultural educational and recreational articles and services
11/22/2016,12:26:49 PM,other platforms,-51,Expense,Food
11/20/2016,7:16:21 PM,other platforms,-583.2,Expense,Cultural educational and recreational articles and services
11/19/2016,11:20:18 PM,Taobao,-1,Expense,Cultural educational and recreational articles and services
11/19/2016,3:58:10 PM,Alipay Website,-30,Expense,Account Transfer
11/18/2016,1:14:51 PM,Taobao,-366,Expense,Cultural educational and recreational articles and services
11/16/2016,3:31:17 PM,Taobao,-190,Expense,Cultural educational and recreational articles and services
11/14/2016,9:04:13 AM,other platforms,-118,Expense,Cultural educational and recreational articles and services
11/11/2016,8:08:41 PM,other platforms,-960,Expense,Cultural educational and recreational articles and services
11/11/2016,3:51:43 PM,Alipay Website,-300,Expense,Account Transfer
11/11/2016,12:40:31 PM,other platforms,-53.5,Expense,Food
11/11/2016,12:05:49 AM,Taobao,-900,Expense,Clothes and cosmetic
11/11/2016,12:03:55 AM,Taobao,-707,Expense,Clothes and cosmetic
11/10/2016,5:56:39 PM,other platforms,-830,Expense,Clothes and cosmetic
11/10/2016,1:56:09 PM,Alipay Website,-1300,Expense,Account Transfer
11/9/2016,5:35:37 PM,Taobao,-1740,Expense,Food
11/8/2016,6:24:02 PM,other platforms,-9,Expense,Food
11/7/2016,7:02:30 PM,other platforms,-183,Expense,Food
11/7/2016,3:38:01 PM,other platforms,-100,Expense,Others
11/6/2016,11:25:05 AM,other platforms,-8,Expense,Cultural educational and recreational articles and services
11/5/2016,7:49:05 AM,Alipay Website,-10,Expense,Account Transfer
10/28/2016,9:25:55 PM,Alipay Website,-85,Expense,Account Transfer
10/28/2016,1:22:39 PM,other platforms,-30.1,Expense,Food
10/27/2016,10:59:21 AM,Taobao,-398,Expense,Cultural educational and recreational articles and services
10/24/2016,8:40:17 PM,Alipay Website,-8,Expense,Account Transfer
10/24/2016,6:35:36 PM,other platforms,-79.89,Expense,Food
10/22/2016,6:29:25 PM,Alipay Website,-10,Expense,Account Transfer
10/21/2016,10:25:00 PM,other platforms,-46,Expense,Food
10/19/2016,10:17:57 PM,Taobao,-26,Expense,Cultural educational and recreational articles and services
10/17/2016,2:49:33 PM,Taobao,-683,Expense,Cultural educational and recreational articles and services
10/17/2016,12:06:41 PM,other platforms,-108.05,Expense,Cultural educational and recreational articles and services
10/13/2016,11:31:35 AM,Taobao,-130,Expense,Cultural educational and recreational articles and services
10/10/2016,7:02:24 PM,Alipay Website,-30,Expense,Account Transfer
9/30/2016,11:43:07 AM,Taobao,-530,Expense,Cultural educational and recreational articles and services
9/29/2016,6:27:02 PM,other platforms,-210.28,Expense,Cultural educational and recreational articles and services
9/29/2016,7:54:07 AM,Taobao,-304,Expense,Clothes and cosmetic
9/27/2016,12:44:30 PM,Taobao,-20,Expense,Cultural educational and recreational articles and services
9/27/2016,12:38:02 PM,Taobao,-423,Expense,Cultural educational and recreational articles and services
9/24/2016,9:01:59 PM,other platforms,-7.4,Expense,Food
9/19/2016,9:11:48 PM,Taobao,-2690,Expense,Others
9/18/2016,8:34:07 AM,Alipay Website,-10,Expense,Account Transfer
9/15/2016,5:57:40 PM,other platforms,-43,Expense,Tranportation
9/14/2016,1:31:27 PM,other platforms,-12,Expense,Food
9/14/2016,9:37:04 AM,other platforms,-28,Expense,Food
9/11/2016,8:31:20 PM,other platforms,-23,Expense,Food
9/11/2016,2:41:56 PM,other platforms,-8.55,Expense,Food
9/11/2016,1:50:08 PM,other platforms,-23,Expense,Food
9/10/2016,7:22:10 AM,Alipay Website,-10,Expense,Account Transfer
9/9/2016,8:02:18 PM,other platforms,-41,Expense,Food
9/9/2016,7:36:53 AM,Taobao,-99.9,Expense,Communication
9/8/2016,9:22:52 PM,other platforms,-6.65,Expense,Food
9/8/2016,11:51:24 AM,Taobao,-9.8,Expense,Clothes and cosmetic
9/7/2016,1:29:19 PM,other platforms,-23,Expense,Food
9/6/2016,6:50:03 PM,other platforms,-8.55,Expense,Food
9/6/2016,3:35:38 PM,other platforms,-49.5,Expense,Food
9/5/2016,6:30:13 PM,other platforms,-8,Expense,Food
9/5/2016,5:12:20 PM,Taobao,-398,Expense,Cultural educational and recreational articles and services
9/4/2016,6:30:30 PM,other platforms,-25,Expense,Food
9/4/2016,12:52:48 PM,other platforms,-8.55,Expense,Food
9/4/2016,12:16:34 PM,other platforms,-30.5,Expense,Food
9/3/2016,7:08:31 PM,other platforms,-23,Expense,Food
9/3/2016,1:18:28 PM,other platforms,-11.4,Expense,Food
9/3/2016,10:25:31 AM,Taobao,-99.9,Expense,Communication
9/2/2016,12:12:40 AM,Alipay Website,100,Revenue,Account Transfer
9/1/2016,5:58:03 PM,other platforms,-12,Expense,Food
9/1/2016,3:40:41 PM,other platforms,-49.5,Expense,Food
9/1/2016,12:12:38 PM,Taobao,-198,Expense,Cultural educational and recreational articles and services
9/1/2016,8:22:46 AM,other platforms,-20,Expense,Food
8/31/2016,10:00:21 PM,other platforms,-10,Expense,Food
8/31/2016,7:12:56 PM,other platforms,-23,Expense,Food
